_id,amountPerItem,itemNameAr,itemName,serviceId,categoryId
ObjectId(5bacc3c67d1a7123248782f9),15," عباية",Abaya,ObjectId(5bacc2c17d1a7123248782f7),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bacc5867d1a712324878300),25,بطانية,Blanket Large,ObjectId(5bacc2c17d1a7123248782f7),ObjectId(5cc02ad2bc479a701d6c7548)
ObjectId(5bacc6327d1a712324878306),3,غترة,Ghutra,ObjectId(5bacc2c17d1a7123248782f7),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bacc75a7d1a71232487830a),12,بدلة عسكرية,Military Suit,ObjectId(5bacc2c17d1a7123248782f7),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bacc7db7d1a71232487830d),4,شماغ,Shemag,ObjectId(5bacc2c17d1a7123248782f7),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bacc7fb7d1a71232487830e),2," جوارب",Socks,ObjectId(5bacc2c17d1a7123248782f7),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5bacc8577d1a71232487830f),4,ثوب صيفي,Thob,ObjectId(5bacc2c17d1a7123248782f7),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bacc8c07d1a712324878311),6," منشفة",Towel Large,ObjectId(5bacc2c17d1a7123248782f7),ObjectId(5cc02ab6bc479a701d6c7547)
ObjectId(5bc0405ab07ea06689589057),18,بطانية صغيرة,Blanket Small,ObjectId(5bacc2c17d1a7123248782f7),ObjectId(5cc02ad2bc479a701d6c7548)
ObjectId(5bc04692b07ea06689589066),4,مناشف صغير,Towel Small,ObjectId(5bacc2c17d1a7123248782f7),ObjectId(5cc02ab6bc479a701d6c7547)
ObjectId(5bc046fdb07ea06689589075),14,روب حمام,Bath Robe,ObjectId(5bacc2c17d1a7123248782f7),ObjectId(5cc02ab6bc479a701d6c7547)
ObjectId(5bc04727b07ea06689589084),9,شرشف كبير,Bed Sheet Large,ObjectId(5bacc2c17d1a7123248782f7),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5bc04748b07ea06689589093),7,شرشف صغير,Bed Sheet Small,ObjectId(5bacc2c17d1a7123248782f7),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5bc04761b07ea066895890a2),50,بيشت,Besht,ObjectId(5bacc2c17d1a7123248782f7),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5bc0477cb07ea066895890b1),10,بلوزة,Blouse,ObjectId(5bacc2c17d1a7123248782f7),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc04794b07ea066895890c0),1,طاقية,Cap,ObjectId(5bacc2c17d1a7123248782f7),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc047beb07ea066895890cf),20,سجاد صيني,China-Carpet,ObjectId(5bacc2c17d1a7123248782f7),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5bc047f4b07ea066895890de),20,لحاف كبير,Comforter Large,ObjectId(5bacc2c17d1a7123248782f7),ObjectId(5cc02ad2bc479a701d6c7548)
ObjectId(5bc04813b07ea066895890ed),18,لحاف صغير,Comforter Small,ObjectId(5bacc2c17d1a7123248782f7),ObjectId(5cc02ad2bc479a701d6c7548)
ObjectId(5bc04832b07ea066895890fc),30,لحاف مزخرف,Comforter Special,ObjectId(5bacc2c17d1a7123248782f7),ObjectId(5cc02ad2bc479a701d6c7548)
ObjectId(5bc04848b07ea0668958910b),20,ستائر,Curtain,ObjectId(5bacc2c17d1a7123248782f7),ObjectId(5cc02b16bc479a701d6c754a)
ObjectId(5bc04867b07ea0668958911a),25,فستان قطعتين,Dress 2 pcs,ObjectId(5bacc2c17d1a7123248782f7),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc0487eb07ea06689589129),20,فستان,Dress,ObjectId(5bacc2c17d1a7123248782f7),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc048a3b07ea06689589138),75,فستان مسائية,Evening Dress,ObjectId(5bacc2c17d1a7123248782f7),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc048beb07ea06689589147),25,فروة,Farwah,ObjectId(5bacc2c17d1a7123248782f7),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5bc048e5b07ea06689589156),14,جاكيت,Jacket,ObjectId(5bacc2c17d1a7123248782f7),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5bc0494bb07ea06689589165),9,بالطو,Lab Coat,ObjectId(5bacc2c17d1a7123248782f7),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5bc04988b07ea06689589174),20,جاكيت نسائي,Lady Jacket,ObjectId(5bacc2c17d1a7123248782f7),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc049afb07ea06689589183),250,جاكيت جلد طبيعي,Leather Jacket Normal,ObjectId(5bacc2c17d1a7123248782f7),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5bc049f6b07ea06689589192),150,جاكيت جلد صناعي,Leather Jacket,ObjectId(5bacc2c17d1a7123248782f7),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5bc04a50b07ea066895891a1),8,كرافيتة,Nick Tie,ObjectId(5bacc2c17d1a7123248782f7),ObjectId(5cc029febc479a701d6c7544)
